Population	GeneID	Chr	Start	End	Biotype	LR.gene.max
EHG	TPH2	12	72332626	72580398	protein_coding	8.884581
EHG	TPI1	12	6976283	6980112	protein_coding	1.020533
EHG	TRAFD1	12	112563305	112591407	protein_coding	0.06528
EHG	TRHDE	12	72481046	73059422	protein_coding	3.061106
EHG	TRIAP1	12	120881764	120884215	protein_coding	1.360659
EHG	TROAP	12	49717019	49725514	protein_coding	0.043107
EHG	TRPV4	12	110220890	110271212	protein_coding	2.375545
EHG	TSFM	12	58176372	58201854	protein_coding	0.478718
EHG	TSPAN11	12	31079362	31149534	protein_coding	5.719266
EHG	TSPAN19	12	85408094	85430055	protein_coding	2.227601
EHG	TSPAN31	12	58131796	58143994	protein_coding	0.015024
EHG	TSPAN8	12	71518865	71835678	protein_coding	1.828999
EHG	TSPAN9	12	3186521	3395730	protein_coding	2.536638
EHG	TUBA1A	12	49578579	49583107	protein_coding	0.616046
EHG	TUBA1B	12	49521565	49525180	protein_coding	0.661327
EHG	TUBA1C	12	49582519	49667114	protein_coding	0.616046
EHG	TULP3	12	2986389	3050306	protein_coding	4.486374
EHG	TWF1	12	44187526	44200178	protein_coding	4.951247
EHG	TXNRD1	12	104609557	104744061	protein_coding	1.401885
EHG	UBC	12	125396150	125401914	protein_coding	3.298854
EHG	UBE2N	12	93799449	93836038	protein_coding	0.805312
EHG	UBE3B	12	109915207	109974507	protein_coding	2.917589
EHG	UHRF1BP1L	12	100422233	100536626	protein_coding	3.117916
EHG	ULK1	12	132379196	132407712	protein_coding	1.399402
EHG	UNC119B	12	121148238	121161443	protein_coding	1.95199
EHG	UNG	12	109535379	109548797	protein_coding	2.282679
EHG	USP15	12	62654119	62811211	protein_coding	1.120467
EHG	USP30	12	109460894	109525831	protein_coding	1.69568
EHG	USP44	12	95910336	95945266	protein_coding	1.322178
EHG	USP5	12	6961292	6975796	protein_coding	1.020533
EHG	UTP20	12	101673887	101780394	protein_coding	2.484009
EHG	VAMP1	12	6571403	6580153	protein_coding	2.109692
EHG	VDR	12	48235320	48336831	protein_coding	2.806795
EHG	VEZT	12	95611522	95696566	protein_coding	1.169984
EHG	VPS29	12	110928902	110939922	protein_coding	3.470296
EHG	VPS33A	12	122714111	122751068	protein_coding	0.950708
EHG	VPS37B	12	123349882	123380991	protein_coding	1.386441
EHG	VSIG10	12	118501398	118573831	protein_coding	4.863743
EHG	VWF	12	6058040	6233936	protein_coding	5.341603
EHG	WBP11	12	14939410	14956474	protein_coding	0.954038
EHG	WDR66	12	122355768	122441833	protein_coding	2.472356
EHG	WIF1	12	65444406	65515346	protein_coding	1.897939
EHG	WNK1	12	861759	1020618	protein_coding	3.375328
EHG	WNT1	12	49372398	49375459	protein_coding	2.558318
EHG	WNT10B	12	49359123	49365546	protein_coding	2.558318
EHG	WNT5B	12	1639057	1756409	protein_coding	3.280046
EHG	WSB2	12	118470712	118500235	protein_coding	4.187736
EHG	WSCD2	12	108523248	108644314	protein_coding	1.667568
EHG	XPOT	12	64798130	64844907	protein_coding	0.428123
EHG	YAF2	12	42550906	42632151	protein_coding	0.343378
EHG	YARS2	12	32880424	32908836	protein_coding	1.01506
EHG	YBX3	12	10851683	10875911	protein_coding	0.924798
EHG	YEATS4	12	69753483	69784576	protein_coding	2.495553
EHG	ZBTB39	12	57392618	57400230	protein_coding	1.273698
EHG	ZC3H10	12	56511943	56516278	protein_coding	4.49313
EHG	ZCCHC8	12	122957417	122985518	protein_coding	0.34356
EHG	ZCRB1	12	42705880	42719920	protein_coding	0.06528
EHG	ZDHHC17	12	77157368	77247476	protein_coding	1.350872
EHG	ZFC3H1	12	72003252	72061505	protein_coding	2.105714
EHG	ZNF10	12	133707161	133736051	protein_coding	1.388022
EHG	ZNF140	12	133656424	133684130	protein_coding	1.388022
EHG	ZNF26	12	133562951	133589154	protein_coding	0.041923
EHG	ZNF268	12	133707570	133783698	protein_coding	1.388022
EHG	ZNF384	12	6775643	6798738	protein_coding	1.447138
EHG	ZNF385A	12	54762917	54785082	protein_coding	2.783622
EHG	ZNF605	12	133498019	133532892	protein_coding	1.221903
EHG	ZNF641	12	48733791	48745197	protein_coding	0.852591
EHG	ZNF664	12	124456392	124499986	protein_coding	1.548431
EHG	ZNF705A	12	8290733	8341133	protein_coding	0
EHG	ZNF740	12	53574484	53584596	protein_coding	2.448232
EHG	ZNF84	12	133613878	133639885	protein_coding	0.557091
EHG	ZNF891	12	133694740	133707059	protein_coding	1.388022
WHG	A2M	12	9220260	9268825	protein_coding	0.049054
WHG	A2ML1	12	8975068	9039597	protein_coding	0.032602
WHG	AAAS	12	53701240	53718648	protein_coding	0.699766
WHG	AACS	12	125549925	125627873	protein_coding	4.258336
WHG	ABCB9	12	123405498	123466196	protein_coding	12.026045
WHG	ABCC9	12	21950335	22094336	protein_coding	3.218034
WHG	ABCD2	12	39943835	40013553	protein_coding	7.527834
WHG	ACACB	12	109554400	109706031	protein_coding	3.836273
WHG	ACAD10	12	112123857	112194903	protein_coding	47.307498
WHG	ACADS	12	121163538	121177811	protein_coding	1.893978
WHG	ACRBP	12	6747241	6756626	protein_coding	2.570891
WHG	ACSM4	12	7456880	7481320	protein_coding	0
WHG	ACSS3	12	81331594	81650533	protein_coding	2.406028
WHG	ACTR6	12	100592900	100635643	protein_coding	4.720107
WHG	ACVR1B	12	52345451	52390862	protein_coding	1.883411
WHG	ACVRL1	12	52300692	52317145	protein_coding	1.883411
WHG	ADAMTS20	12	43747669	43945724	protein_coding	2.916776
WHG	ADCY6	12	49159975	49182820	protein_coding	6.001464
WHG	ADIPOR2	12	1797740	1897844	protein_coding	2.670276
WHG	AEBP2	12	19556979	19873735	protein_coding	5.899513
WHG	AGAP2	12	58118980	58135940	protein_coding	1.889697
WHG	AICDA	12	8754762	8765467	protein_coding	0.018884
WHG	AKAP3	12	4724674	4758213	protein_coding	5.224205
WHG	ALDH1L2	12	105413568	105478355	protein_coding	7.026215
WHG	ALDH2	12	112204691	112247782	protein_coding	56.422125
WHG	ALG10	12	34175216	34182629	protein_coding	0.844403
WHG	ALG10B	12	38710380	38717784	protein_coding	0.563029
WHG	ALKBH2	12	109525996	109531436	protein_coding	3.836273
WHG	ALX1	12	85673885	85695562	protein_coding	18.591208
WHG	AMDHD1	12	96337071	96362370	protein_coding	2.368199
WHG	AMHR2	12	53817639	53825318	protein_coding	5.199143
WHG	AMIGO2	12	47469490	47473734	protein_coding	1.289226
WHG	AMN1	12	31824071	31882108	protein_coding	6.544346
WHG	ANAPC5	12	121746048	121837699	protein_coding	3.210545
WHG	ANAPC7	12	110810705	110841535	protein_coding	16.263141
WHG	ANHX	12	133794898	133812681	protein_coding	0.329111
WHG	ANKLE2	12	133302254	133338474	protein_coding	5.229876
WHG	ANKRD13A	12	110436991	110477568	protein_coding	8.956296
WHG	ANKRD33	12	52281744	52285448	protein_coding	1.883411
WHG	ANKRD52	12	56631591	56652175	protein_coding	6.250294
WHG	ANKS1B	12	99120235	100378432	protein_coding	3.375542
WHG	ANO2	12	5641035	6055398	protein_coding	6.306199
WHG	ANO4	12	101111304	101522419	protein_coding	3.790731
WHG	ANO6	12	45609770	45834187	protein_coding	6.202488
WHG	ANP32D	12	48866448	48866843	protein_coding	2.257579
WHG	APAF1	12	99038919	99129204	protein_coding	2.71243
WHG	APOBEC1	12	7801996	7818499	protein_coding	0
WHG	APOF	12	56754353	56756607	protein_coding	11.591074
WHG	APOLD1	12	12878851	12982909	protein_coding	3.063111
WHG	APPL2	12	105567074	105630016	protein_coding	5.232402
WHG	AQP2	12	50344524	50352664	protein_coding	5.551667
WHG	AQP5	12	50355653	50359464	protein_coding	5.551667
WHG	AQP6	12	50360977	50370922	protein_coding	5.551667
WHG	ARF3	12	49329506	49351334	protein_coding	1.459829
WHG	ARHGAP9	12	57866038	57882597	protein_coding	0.93919
WHG	ARHGDIB	12	15094951	15114662	protein_coding	2.473835
WHG	ARHGEF25	12	58003963	58013162	protein_coding	0.724595
WHG	ARID2	12	46123448	46301823	protein_coding	1.627305
WHG	ARL1	12	101786898	101801598	protein_coding	3.749784
WHG	ARL6IP4	12	123464607	123467456	protein_coding	12.030325
WHG	ARNTL2	12	27485787	27576241	protein_coding	1.267494
WHG	ARPC3	12	110872630	110888227	protein_coding	16.263141
WHG	ART4	12	14978503	14996429	protein_coding	1.385151
WHG	ASB8	12	48541571	48574996	protein_coding	2.376705
WHG	ASCL1	12	103351464	103354294	protein_coding	5.186117
WHG	ASCL4	12	108168162	108170421	protein_coding	0.815831
WHG	ASIC1	12	50451331	50477394	protein_coding	4.112994
WHG	ATF1	12	51157493	51214905	protein_coding	0.717222
WHG	ATF7	12	53901640	54020199	protein_coding	5.199143
WHG	ATF7IP	12	14518610	14651697	protein_coding	2.835944
WHG	ATN1	12	7033626	7051484	protein_coding	0
WHG	ATP2A2	12	110718561	110788898	protein_coding	15.165721
WHG	ATP2B1	12	89981828	90103077	protein_coding	7.324174
WHG	ATP6V0A2	12	124196865	124246302	protein_coding	1.957029
WHG	ATXN2	12	111890018	112037480	protein_coding	34.584187
WHG	ATXN7L3B	12	74931551	74935223	protein_coding	4.26805
WHG	AVIL	12	58191159	58212487	protein_coding	0.959625
WHG	AVPR1A	12	63539014	63544722	protein_coding	5.882329
WHG	B3GNT4	12	122688090	122693499	protein_coding	1.070169
WHG	B4GALNT1	12	58017193	58027138	protein_coding	0.724595
WHG	B4GALNT3	12	569530	672675	protein_coding	10.437574
WHG	BAZ2A	12	56989380	57030600	protein_coding	2.991919
WHG	BBS10	12	76738254	76742222	protein_coding	0.752124
WHG	BCAT1	12	24964295	25102393	protein_coding	2.968889
WHG	BCDIN3D	12	50231573	50236912	protein_coding	8.874273
WHG	BCL2L14	12	12202778	12364018	protein_coding	1.360038
WHG	BCL7A	12	122457328	122499948	protein_coding	1.673501
WHG	BEST3	12	70037140	70093256	protein_coding	3.201325
WHG	BHLHE41	12	26272959	26278060	protein_coding	3.138304
WHG	BICD1	12	32259769	32536567	protein_coding	3.513665
WHG	BIN2	12	51674822	51718452	protein_coding	2.274601
WHG	BLOC1S1	12	56109820	56113871	protein_coding	3.072368
WHG	BRAP	12	112079950	112123790	protein_coding	34.486888
WHG	BRI3BP	12	125478246	125515777	protein_coding	4.258336
WHG	BTBD11	12	107712190	108053419	protein_coding	3.16101
WHG	BTG1	12	92536286	92539673	protein_coding	2.722998
WHG	C12orf10	12	53693470	53700961	protein_coding	0.699766
WHG	C12orf29	12	88427623	88443937	protein_coding	1.158539
WHG	C12orf4	12	4596894	4647674	protein_coding	5.401704
WHG	C12orf40	12	40019969	40302102	protein_coding	3.470844
WHG	C12orf42	12	103631369	103889749	protein_coding	14.57451
WHG	C12orf43	12	121440225	121454305	protein_coding	1.374493
WHG	C12orf45	12	105380088	105443515	protein_coding	7.026215
WHG	C12orf49	12	117153593	117175875	protein_coding	3.608663
WHG	C12orf50	12	88373816	88427814	protein_coding	1.158539
WHG	C12orf54	12	48876286	48890295	protein_coding	2.257579
WHG	C12orf56	12	64660217	64784972	protein_coding	1.149251
WHG	C12orf57	12	7052141	7055166	protein_coding	0
WHG	C12orf60	12	14956506	15059520	protein_coding	1.385151
WHG	C12orf65	12	123717463	123742506	protein_coding	11.643561
WHG	C12orf66	12	64580096	64616076	protein_coding	0.415518
WHG	C12orf71	12	27233991	27235447	protein_coding	0.652804
WHG	C12orf73	12	104343980	104359486	protein_coding	6.504905
WHG	C12orf74	12	93096619	93102325	protein_coding	10.013887
WHG	C12orf75	12	105629068	105789875	protein_coding	7.382845
WHG	C12orf76	12	110465872	110511491	protein_coding	8.956296
WHG	C12orf77	12	25146358	25150453	protein_coding	0.75853
WHG	C1QL4	12	49726200	49730971	protein_coding	0.8057
WHG	C1R	12	7187513	7245203	protein_coding	0
WHG	C1RL	12	7242183	7261869	protein_coding	0
WHG	C1S	12	7096351	7178336	protein_coding	0
WHG	C2CD5	12	22601517	22697480	protein_coding	12.53581
WHG	C3AR1	12	8210898	8219067	protein_coding	0
WHG	CABP1	12	121078355	121105127	protein_coding	0.834202
WHG	CACNA1C	12	2079952	2802108	protein_coding	13.325453
WHG	CACNA2D4	12	1901123	2028002	protein_coding	4.310883
WHG	CACNB3	12	49207577	49222724	protein_coding	6.001464
WHG	CALCOCO1	12	54104903	54121529	protein_coding	3.583302
WHG	CAMKK2	12	121675497	121736111	protein_coding	3.048457
WHG	CAND1	12	67663061	67713731	protein_coding	1.184461
WHG	CAPRIN2	12	30862486	30907885	protein_coding	1.934905
WHG	CAPS2	12	75669759	75784708	protein_coding	4.667001
WHG	CAPZA3	12	18891045	18892121	protein_coding	1.83745
WHG	CASC1	12	25261354	25348096	protein_coding	3.829517
WHG	CASC18	12	106097981	106137840	lincRNA	2.761437
WHG	CBX5	12	54624724	54673886	protein_coding	2.417021
WHG	CCDC38	12	96260826	96336752	protein_coding	2.382823
WHG	CCDC59	12	82617460	82752584	protein_coding	25.177705
WHG	CCDC60	12	119772517	119978852	protein_coding	2.170526
WHG	CCDC62	12	123258874	123312075	protein_coding	2.37993
WHG	CCDC63	12	111284573	111345339	protein_coding	6.919431
WHG	CCDC65	12	49297893	49325623	protein_coding	1.459829
WHG	CCDC77	12	498439	551811	protein_coding	10.437574
WHG	CCDC91	12	28286182	28732883	protein_coding	3.395905
WHG	CCDC92	12	124403207	124457378	protein_coding	8.714738
WHG	CCER1	12	91299399	91348953	protein_coding	3.912645
WHG	CCND2	12	4382938	4414516	protein_coding	3.421229
WHG	CCNT1	12	49082247	49110681	protein_coding	1.148512
WHG	CCT2	12	69979114	69995350	protein_coding	2.124233
WHG	CD163	12	7623409	7656489	protein_coding	0
WHG	CD163L1	12	7499281	7632493	protein_coding	0
WHG	CD27	12	6554033	6560884	protein_coding	3.07665
WHG	CD4	12	6896024	6929974	protein_coding	2.613577
WHG	CD63	12	56119107	56123491	protein_coding	4.489086
WHG	CD69	12	9905082	9913497	protein_coding	0.142417
WHG	CD9	12	6308881	6347425	protein_coding	4.092306
WHG	CDCA3	12	6953957	6961230	protein_coding	0.34171
WHG	CDK17	12	96672039	96794338	protein_coding	1.855613
WHG	CDK2	12	56360553	56366568	protein_coding	2.18903
WHG	CDK2AP1	12	123745528	123756881	protein_coding	8.018036
WHG	CDK4	12	58141510	58149796	protein_coding	1.889697
WHG	CDKN1B	12	12867992	12875305	protein_coding	3.063111
WHG	CELA1	12	51722227	51740463	protein_coding	2.274601
WHG	CEP290	12	88442793	88535993	protein_coding	1.566938
WHG	CERS5	12	50523575	50561288	protein_coding	2.577848
WHG	CHD4	12	6679249	6716642	protein_coding	2.050728
WHG	CHFR	12	133398773	133532890	protein_coding	5.229876
WHG	CHPT1	12	102090725	102137918	protein_coding	3.747508
WHG	CHST11	12	104849073	105155792	protein_coding	4.771653
WHG	CIT	12	120123595	120315095	protein_coding	2.363167
WHG	CKAP4	12	106631655	106698057	protein_coding	4.188657
WHG	CLEC12A	12	10103915	10148293	protein_coding	2.583577
WHG	CLEC12B	12	10163226	10171218	protein_coding	2.123233
WHG	CLEC1A	12	10222153	10264226	protein_coding	2.932344
WHG	CLEC1B	12	10138241	10166023	protein_coding	2.583577
WHG	CLEC2A	12	10051272	10084980	protein_coding	2.583577
WHG	CLEC2B	12	10005583	10022735	protein_coding	1.026667
WHG	CLEC2D	12	9817565	9848413	protein_coding	0.142417
WHG	CLEC4A	12	8276228	8291203	protein_coding	0
WHG	CLEC4C	12	7882011	7904201	protein_coding	0
WHG	CLEC4D	12	8662071	8674962	protein_coding	0.014298
WHG	CLEC4E	12	8685901	8693559	protein_coding	0.015299
WHG	CLEC6A	12	8608522	8630926	protein_coding	0.011876
WHG	CLEC7A	12	10269376	10282857	protein_coding	2.932344
WHG	CLEC9A	12	10183276	10218565	protein_coding	2.932344
WHG	CLECL1	12	9868456	9885895	protein_coding	0.142417
WHG	CLIP1	12	122755979	122907179	protein_coding	1.847589
WHG	CLLU1	12	92815307	92824778	protein_coding	2.624712
WHG	CLLU1OS	12	92813870	92821924	protein_coding	2.624712
WHG	CLSTN3	12	7282294	7311541	protein_coding	0
WHG	CMAS	12	22199108	22218608	protein_coding	1.64862
WHG	CMKLR1	12	108681821	108733118	protein_coding	5.520506
WHG	CNOT2	12	70636774	70748773	protein_coding	3.309638
WHG	CNPY2	12	56703626	56710120	protein_coding	11.591074
WHG	CNTN1	12	41086244	41466220	protein_coding	3.753663
WHG	COL2A1	12	48366748	48398269	protein_coding	4.593583
WHG	COPS7A	12	6832907	6841041	protein_coding	2.613577
WHG	COPZ1	12	54694986	54745633	protein_coding	3.050102
WHG	COQ10A	12	56660642	56664750	protein_coding	9.699033
WHG	COQ5	12	120941077	120972237	protein_coding	2.083958
WHG	CORO1C	12	109038885	109125372	protein_coding	2.445423
WHG	COX14	12	50505762	50514240	protein_coding	2.577848
WHG	COX6A1	12	120875893	120878545	protein_coding	0.990704
WHG	CPM	12	69235977	69365350	protein_coding	11.528416
WHG	CPNE8	12	39040624	39301232	protein_coding	2.946391
WHG	CPSF6	12	69633317	69668138	protein_coding	0.942324
WHG	CRADD	12	94071151	94288616	protein_coding	8.245104
WHG	CREBL2	12	12764761	12798042	protein_coding	3.063111
WHG	CRY1	12	107385142	107487607	protein_coding	2.780497
WHG	CS	12	56665483	56694176	protein_coding	11.591074
WHG	CSAD	12	53551447	53575135	protein_coding	2.741929
WHG	CSRNP2	12	51454990	51477447	protein_coding	3.209735
WHG	CSRP2	12	77252495	77272840	protein_coding	1.431367
WHG	CTDSP2	12	58213710	58240522	protein_coding	0.809378
WHG	CUX2	12	111471828	111788358	protein_coding	6.659165
WHG	CYP27B1	12	58156117	58162769	protein_coding	1.889697
WHG	DAO	12	109252708	109294819	protein_coding	0.832454
WHG	DAZAP2	12	51632076	51665146	protein_coding	3.848735
WHG	DBX2	12	45408455	45444882	protein_coding	8.279249
WHG	DCD	12	55038375	55042277	protein_coding	1.839175
WHG	DCN	12	91539025	91576900	protein_coding	3.429809
WHG	DCP1B	12	2055220	2113701	protein_coding	8.675308
WHG	DCTN2	12	57923885	57941114	protein_coding	1.137485
WHG	DDIT3	12	57910371	57914300	protein_coding	1.137485
WHG	DDN	12	49388932	49393092	protein_coding	0.577004
WHG	DDX11	12	31226779	31257725	protein_coding	2.133071
WHG	DDX23	12	49223547	49246625	protein_coding	5.164286
WHG	DDX47	12	12966250	12982915	protein_coding	0.789703
WHG	DDX51	12	132621139	132628880	protein_coding	3.652267
WHG	DDX54	12	113594979	113623284	protein_coding	10.791439
WHG	DDX55	12	124086624	124105488	protein_coding	4.327999
WHG	DENND5B	12	31535157	31744031	protein_coding	2.674824
WHG	DENR	12	123237321	123255611	protein_coding	2.37993
WHG	DEPDC4	12	100597447	100660857	protein_coding	4.720107
WHG	DERA	12	16064106	16190220	protein_coding	2.30633
WHG	DGKA	12	56321103	56347811	protein_coding	2.18903
WHG	DHH	12	49483204	49488602	protein_coding	2.238726
WHG	DHX37	12	125431371	125473668	protein_coding	2.154359
WHG	DIABLO	12	122692210	122712081	protein_coding	1.070169
WHG	DIP2B	12	50898768	51142450	protein_coding	0.83564
WHG	DNAH10	12	124247042	124420753	protein_coding	8.714738
WHG	DNAJC14	12	56214744	56224608	protein_coding	5.60017
WHG	DNAJC22	12	49740700	49751309	protein_coding	0.8057
WHG	DNM1L	12	32832134	32898486	protein_coding	9.971852
WHG	DPPA3	12	7864050	7870155	protein_coding	0
WHG	DPY19L2	12	63952693	64062719	protein_coding	1.636815
WHG	DRAM1	12	102271129	102405908	protein_coding	4.15891
WHG	DTX1	12	113494514	113535833	protein_coding	5.56147
WHG	DTX3	12	57998405	58003587	protein_coding	0.724595
WHG	DUSP16	12	12628829	12715317	protein_coding	3.02665
WHG	DUSP6	12	89741009	89747048	protein_coding	2.439172
WHG	DYNLL1	12	120907653	120936296	protein_coding	2.083958
WHG	DYRK2	12	68042118	68059186	protein_coding	2.493514
WHG	DYRK4	12	4671370	4723325	protein_coding	5.224205
WHG	E2F7	12	77415027	77459360	protein_coding	2.460961
WHG	EEA1	12	93164413	93323107	protein_coding	3.550253
WHG	EID3	12	104697517	104698980	protein_coding	1.742078
WHG	EIF2B1	12	124104953	124118313	protein_coding	4.239476
WHG	EIF4B	12	53399942	53435993	protein_coding	4.422337
WHG	ELK3	12	96588160	96663613	protein_coding	2.761508
WHG	EMP1	12	13349650	13369708	protein_coding	3.497285
WHG	ENDOU	12	48103517	48119350	protein_coding	8.164741
WHG	ENO2	12	7022909	7032861	protein_coding	0
WHG	EP400	12	132434508	132565005	protein_coding	9.199549
WHG	EPS8	12	15773092	16035263	protein_coding	7.359173
WHG	EPYC	12	91357456	91398803	protein_coding	3.912645
WHG	ERBB3	12	56473641	56497289	protein_coding	3.606621
WHG	ERC1	12	1099675	1605099	protein_coding	6.777854
WHG	ERGIC2	12	29490285	29534122	protein_coding	0.602852
WHG	ERP27	12	15066969	15092016	protein_coding	2.473835
WHG	ERP29	12	112451120	112461255	protein_coding	53.45713
WHG	ESPL1	12	53662083	53687427	protein_coding	2.170937
WHG	ESYT1	12	56512034	56538455	protein_coding	1.322877
WHG	ETNK1	12	22778009	22843599	protein_coding	1.736456
WHG	ETV6	12	11802788	12048336	protein_coding	3.946739
WHG	FAIM2	12	50260679	50298000	protein_coding	8.874273
WHG	FAM186A	12	50720013	50790405	protein_coding	2.301975
WHG	FAM186B	12	49976668	49999422	protein_coding	5.046698
WHG	FAM19A2	12	62102040	62672931	protein_coding	3.787991
WHG	FAM216A	12	110906169	110928190	protein_coding	16.263141
WHG	FAM222A	12	110152033	110208312	protein_coding	8.629754
WHG	FAM71C	12	100041531	100043824	protein_coding	2.94676
WHG	FAM90A1	12	8373856	8380214	protein_coding	0
WHG	FAR2	12	29302036	29493913	protein_coding	1.971166
WHG	FBRSL1	12	133066137	133161774	protein_coding	3.512555
WHG	FBXL14	12	1675159	1703331	protein_coding	3.232949
WHG	FBXO21	12	117581146	117628336	protein_coding	2.005091
WHG	FBXW8	12	117348761	117468953	protein_coding	3.74396
WHG	FGD4	12	32552463	32798984	protein_coding	4.140126
WHG	FGD6	12	95470525	95611258	protein_coding	6.80197
WHG	FGF23	12	4477393	4488894	protein_coding	2.030077
WHG	FGF6	12	4537321	4554780	protein_coding	5.128686
WHG	FGFR1OP2	12	27091316	27119583	protein_coding	3.671251
WHG	FICD	12	108908962	108919614	protein_coding	6.213429
WHG	FKBP11	12	49315301	49320257	protein_coding	1.459829
WHG	FKBP4	12	2904119	2914576	protein_coding	1.423186
WHG	FMNL3	12	50031724	50101948	protein_coding	9.279234
WHG	FOXJ2	12	8185299	8208099	protein_coding	0
WHG	FOXM1	12	2966847	2986206	protein_coding	2.276745
WHG	FOXN4	12	109715784	109747025	protein_coding	3.57378
WHG	FRS2	12	69864129	69973562	protein_coding	2.124233
WHG	FZD10	12	130647004	130650285	protein_coding	4.283707
WHG	GABARAPL1	12	10365057	10375727	protein_coding	2.44217
WHG	GALNT4	12	89913185	89920039	protein_coding	3.632203
WHG	GALNT6	12	51745031	51786651	protein_coding	1.118798
WHG	GALNT8	12	4829507	4960277	protein_coding	1.424581
WHG	GALNT9	12	132680924	132905935	protein_coding	7.022553
WHG	GAPDH	12	6643093	6647537	protein_coding	1.922429
WHG	GAS2L3	12	100967461	101022064	protein_coding	1.148229
WHG	GATC	12	120884241	120899389	protein_coding	0.990704
WHG	GDF11	12	56137064	56150911	protein_coding	5.237172
WHG	GDF3	12	7842378	7848372	protein_coding	0
WHG	GIT2	12	110367607	110434194	protein_coding	8.956296
WHG	GLI1	12	57853918	57866045	protein_coding	0.93919
WHG	GLIPR1	12	75874460	75897633	protein_coding	1.463314
WHG	GLIPR1L1	12	75728419	75764340	protein_coding	1.438164
WHG	GLIPR1L2	12	75784850	75826468	protein_coding	0.962079
WHG	GLS2	12	56864736	56882198	protein_coding	1.817881
WHG	GLT1D1	12	129337972	129469509	protein_coding	6.369712
WHG	GLT8D2	12	104382762	104457961	protein_coding	6.504905
WHG	GLTP	12	110288748	110318293	protein_coding	1.988055
WHG	GNB3	12	6949118	6956557	protein_coding	0.34171
WHG	GNPTAB	12	102139275	102224716	protein_coding	3.747508
WHG	GNS	12	65107225	65153227	protein_coding	1.135725
WHG	GOLGA3	12	133345495	133405444	protein_coding	5.229876
WHG	GOLT1B	12	21654715	21671342	protein_coding	1.72805
WHG	GPD1	12	50497602	50505102	protein_coding	2.577848
WHG	GPN3	12	110890289	110907073	protein_coding	16.263141
WHG	GPR162	12	6930711	6939136	protein_coding	0.701714
WHG	GPR182	12	57388230	57390468	protein_coding	13.859633
WHG	GPR19	12	12813825	12849141	protein_coding	3.063111
WHG	GPR84	12	54756229	54758271	protein_coding	3.050102
WHG	GPRC5A	12	13043716	13070871	protein_coding	1.620829
WHG	GPRC5D	12	13093709	13105081	protein_coding	1.42822
WHG	GRASP	12	52400724	52409673	protein_coding	1.84612
WHG	GRIN2B	12	13693165	14133053	protein_coding	6.324817
WHG	GRIP1	12	66741211	67197966	protein_coding	3.143465
WHG	GSG1	12	13236494	13256619	protein_coding	3.377261
WHG	GTF2H3	12	124118375	124147153	protein_coding	4.239476
WHG	GTSF1	12	54849734	54867386	protein_coding	1.097912
WHG	GUCY2C	12	14765576	14849519	protein_coding	4.459247
WHG	GXYLT1	12	42475647	42538681	protein_coding	0.839341
WHG	GYS2	12	21689123	21757781	protein_coding	4.186976
WHG	H1FNT	12	48722763	48724062	protein_coding	3.447387
WHG	H2AFJ	12	14927270	14930936	protein_coding	1.391803
WHG	H3F3C	12	31944123	31945175	protein_coding	6.544346
WHG	HAL	12	96366440	96390143	protein_coding	2.368199
WHG	HCAR1	12	123104824	123215390	protein_coding	3.416389
WHG	HCAR2	12	123185840	123187890	protein_coding	3.416389
WHG	HCAR3	12	123199303	123201439	protein_coding	3.416389
WHG	HCFC2	12	104458235	104498639	protein_coding	3.922052
WHG	HDAC7	12	48176505	48226915	protein_coding	8.074504
WHG	HEBP1	12	13127798	13153207	protein_coding	1.42822
WHG	HECTD4	12	112597992	112819896	protein_coding	39.961373
WHG	HELB	12	66696325	66737423	protein_coding	3.143465
WHG	HIGD1C	12	51347705	51364289	protein_coding	3.438993
WHG	HIP1R	12	123319000	123347507	protein_coding	7.345999
WHG	HIST4H4	12	14920933	14924065	protein_coding	1.391803
WHG	HMGA2	12	66217911	66360075	protein_coding	8.416952
WHG	HNF1A	12	121416346	121440315	protein_coding	1.246493
WHG	HNRNPA1	12	54673977	54680872	protein_coding	2.417021
WHG	HOXC10	12	54378849	54384063	protein_coding	0.946991
WHG	HOXC11	12	54366910	54371427	protein_coding	0.946991
WHG	HOXC12	12	54348618	54352740	protein_coding	0.946991
WHG	HOXC13	12	54332535	54340328	protein_coding	0.647014
WHG	HOXC4	12	54410715	54449813	protein_coding	0.946991
WHG	HOXC5	12	54426637	54429142	protein_coding	0.946991
WHG	HOXC6	12	54384408	54424607	protein_coding	0.946991
WHG	HOXC8	12	54402832	54407570	protein_coding	0.946991
WHG	HOXC9	12	54388679	54397121	protein_coding	0.946991
WHG	HPD	12	122277433	122301502	protein_coding	0.552746
WHG	HRK	12	117293949	117319246	protein_coding	12.332781
WHG	HSD17B6	12	57145945	57181574	protein_coding	1.674243
WHG	HSP90B1	12	104323885	104347423	protein_coding	6.504905
WHG	HSPB8	12	119616447	119658936	protein_coding	4.219708
WHG	HVCN1	12	111065646	111142755	protein_coding	4.307978
WHG	IAPP	12	21507893	21532912	protein_coding	6.570765
WHG	IFFO1	12	6647541	6665239	protein_coding	1.922429
WHG	IFNG	12	68548548	68553527	protein_coding	1.608633
WHG	IFT81	12	110562140	110656602	protein_coding	3.024512
WHG	IGF1	12	102789645	102874423	protein_coding	12.833472
WHG	IGFBP6	12	53491220	53496129	protein_coding	2.726166
