position	x	n	folded
92237572	3	36	1
92240146	1	39	1
92241033	22	36	1
92241746	27	36	1
92241776	26	39	1
92242568	15	35	1
92243307	6	29	1
92244566	6	40	1
92247654	3	37	1
92248274	9	30	1
92248695	21	38	1
92248798	15	38	1
92249817	19	33	1
92250485	9	19	1
92256626	16	27	1
92260920	5	28	1
92267272	3	11	1
92270238	10	41	1
92276249	1	32	1
92282080	16	26	1
92283899	24	27	1
92286940	1	4	1
92292609	9	13	1
92292765	4	5	1
92293162	1	31	1
92293412	15	34	1
92295611	1	28	1
92296222	8	28	1
92297887	6	13	1
92302369	12	26	1
92309634	2	35	1
92309916	1	12	1
92310666	9	31	1
92310690	6	40	1
92313638	14	38	1
92314131	1	2	1
92316682	1	2	1
92317312	3	34	1
92322301	3	26	1
92323809	21	24	1
92326636	1	15	1
92327045	4	33	1
92327126	5	41	1
92329059	10	36	1
92330340	3	26	1
92330374	29	40	1
92332489	24	34	1
92332527	3	43	1
92332865	12	35	1
92335906	15	20	1
92339976	21	35	1
92340684	27	37	1
92344029	5	26	1
92344196	23	42	1
92358371	1	3	1
92362802	18	35	1
92364576	8	13	1
92366174	13	27	1
92374517	1	6	1
92376179	7	15	1
92378843	20	35	1
92380302	2	15	1
92383756	24	25	1
92391478	1	40	1
92407451	35	36	1
92428495	31	32	1
92438297	1	28	1
92448017	27	28	1
92450091	1	3	1
92464663	32	33	1
92502060	7	35	1
92503131	5	26	1
92506432	1	20	1
92509540	2	41	1
92512379	1	4	1
92531102	2	34	1
92558583	4	13	1
92561392	18	32	1
92579206	11	26	1
92587183	16	28	1
92587233	7	9	1
92591916	14	37	1
92598554	3	14	1
92598705	9	20	1
92641607	9	15	1
92647223	7	8	1
92675563	6	16	1
92678105	9	25	1
92678875	4	8	1
92679771	16	38	1
92680371	19	32	1
92710492	1	32	1
92717666	1	7	1
92808820	1	40	1
92817866	2	39	1
92828505	1	8	1
92829113	1	8	1
92831569	4	22	1
92876488	16	38	1
92879412	15	28	1
92882554	17	37	1
92890537	3	7	1
92931263	13	42	1
92935411	16	24	1
92939959	11	25	1
92939978	1	20	1
92940411	7	33	1
92940850	9	37	1
92944994	18	30	1
92957826	22	38	1
92981239	1	14	1
93004497	21	29	1
93017221	1	2	1
93017763	11	21	1
93017988	1	7	1
93021364	4	5	1
93028173	3	7	1
93054093	34	35	1
93073228	17	37	1
93079458	14	29	1
93090934	2	7	1
93103152	2	7	1
93104655	1	3	1
93108402	22	34	1
93110875	4	9	1
93111105	27	28	1
93112896	27	28	1
93113058	5	23	1
93130268	4	7	1
93139374	12	20	1
93148377	15	38	1
93160002	2	6	1
93160238	11	38	1
93210876	15	36	1
93211772	35	36	1
93215718	3	5	1
93218776	24	41	1
93233323	4	11	1
93257619	12	32	1
93274450	2	6	1
93294792	5	18	1
93298756	5	13	1
93303603	11	25	1
93323971	27	36	1
93334138	16	25	1
93349046	14	28	1
93352669	6	11	1
93366357	10	34	1
93369774	9	10	1
93377792	1	29	1
93377835	10	38	1
93385136	3	7	1
93392309	2	3	1
93393718	1	8	1
93397300	4	12	1
93401837	1	4	1
93416685	8	17	1
93420907	5	10	1
93430926	6	23	1
93434725	11	16	1
93438456	15	40	1
93439776	8	34	1
93439821	6	29	1
93460457	1	40	1
93461692	24	25	1
93464723	20	36	1
93466960	12	27	1
93468179	10	38	1
93472100	13	22	1
93473744	15	34	1
93474165	11	36	1
93474305	5	18	1
93478214	8	38	1
93478970	1	14	1
93479560	14	31	1
93480191	12	33	1
93481640	1	19	1
93489113	10	37	1
93490650	14	35	1
93495280	3	42	1
93495993	34	35	1
93499628	5	10	1
93502451	11	40	1
93511387	14	16	1
93514207	2	8	1
93515049	28	32	1
93516448	1	14	1
93520831	16	19	1
93523083	7	13	1
93525902	1	14	1
93527769	3	36	1
93530980	4	33	1
93531706	5	9	1
93543119	13	36	1
93544131	6	14	1
93553223	37	38	1
93559071	29	30	1
93559123	1	31	1
93578402	4	10	1
93590668	7	24	1
93606940	1	5	1
93610935	4	14	1
93620393	12	34	1
93626984	6	30	1
93627529	2	26	1
93630172	10	27	1
93641124	1	3	1
93643677	3	18	1
93645182	15	34	1
93646418	3	24	1
93666349	4	17	1
93669218	14	39	1
93675100	12	17	1
93695146	4	18	1
93699525	2	11	1
93699595	3	28	1
93704326	10	21	1
93719130	9	34	1
93739228	9	21	1
93770880	8	28	1
93772781	17	32	1
93774812	8	28	1
93780742	9	30	1
93782978	5	14	1
93783795	9	20	1
93787867	5	16	1
93790645	6	29	1
93793851	2	14	1
93804783	6	16	1
93807122	13	25	1
93811569	10	23	1
93815490	15	37	1
93817946	16	31	1
93820684	2	12	1
93833537	3	9	1
93836966	3	9	1
93837133	13	40	1
93837484	19	34	1
93839608	8	24	1
93860625	14	37	1
93865391	18	27	1
93900247	23	28	1
93907020	6	8	1
93925862	14	39	1
93939396	13	30	1
93942442	4	29	1
93953469	15	16	1
93997477	5	20	1
94012287	6	9	1
94016011	3	26	1
94030534	18	23	1
94032097	28	35	1
94040194	3	26	1
94040423	22	40	1
94040713	11	24	1
94043943	14	23	1
94044597	5	31	1
94049237	20	37	1
94050294	15	32	1
94053325	7	13	1
94056279	1	2	1
94059554	24	30	1
94059845	1	37	1
94063844	9	11	1
94064682	11	21	1
94066635	21	31	1
94076560	15	34	1
94081407	14	33	1
94086524	20	34	1
94091704	20	38	1
94103331	1	40	1
94106148	2	39	1
94106857	19	39	1
94106937	9	25	1
94113981	10	17	1
94118883	22	38	1
94120642	17	30	1
94132788	12	25	1
94136064	17	33	1
94143789	19	32	1
94144417	13	24	1
94146121	26	38	1
94149081	15	29	1
94151589	5	11	1
94155292	26	41	1
94157572	6	10	1
94157726	14	22	1
94160787	6	20	1
94172121	12	30	1
94174519	20	36	1
94175632	2	32	1
94175909	12	38	1
94176595	4	30	1
94181528	7	36	1
94185344	13	17	1
94190110	28	38	1
94194707	2	39	1
94195896	5	36	1
94197793	40	43	1
94198856	1	31	1
94199666	18	32	1
94206162	31	32	1
94207992	4	19	1
94209143	4	40	1
94209977	5	6	1
94210964	3	29	1
94212125	14	19	1
94212242	5	38	1
94213626	5	25	1
94213776	7	40	1
94215546	2	12	1
94217609	6	34	1
94218153	4	34	1
94218541	3	31	1
94222814	5	31	1
94222924	1	40	1
94223463	6	36	1
94224861	2	5	1
94230179	6	41	1
94230231	33	37	1
94230538	6	41	1
94230987	6	26	1
94232676	3	26	1
94234815	6	35	1
94234867	10	41	1
94235380	6	28	1
94237370	2	36	1
94240733	4	35	1
94241556	1	10	1
94241956	1	37	1
94244692	2	15	1
94245116	4	26	1
94248148	3	11	1
94248452	3	35	1
94249540	4	25	1
94249992	4	36	1
94255348	3	10	1
94264379	5	30	1
94278070	11	35	1
94281678	3	23	1
94283093	4	20	1
94284008	1	39	1
94285049	2	31	1
94286850	3	29	1
94291481	6	32	1
94294190	5	36	1
94304926	4	38	1
94320233	2	32	1
94329712	1	20	1
94330615	4	30	1
94337048	1	31	1
94341267	1	13	1
94342564	1	13	1
94343233	11	14	1
94345137	4	6	1
94346327	22	29	1
94351328	4	6	1
94369623	14	17	1
94372878	17	19	1
94385591	2	16	1
94387055	5	34	1
94400045	17	24	1
94404238	24	41	1
94408908	27	33	1
94419799	16	23	1
94424889	17	23	1
94425257	9	17	1
94441257	27	33	1
94441616	17	23	1
94442739	26	33	1
94445310	23	28	1
94445793	10	14	1
94449318	12	22	1
94453712	22	30	1
94467845	1	24	1
94468808	26	28	1
94469543	4	16	1
94471075	27	28	1
94471519	7	21	1
94473845	5	30	1
94474328	8	31	1
94474872	1	41	1
94477295	5	32	1
94477296	4	32	1
94477893	23	29	1
94478293	8	36	1
94478847	2	36	1
94480037	10	30	1
94480529	14	38	1
94481068	1	31	1
94481596	2	20	1
94481929	2	37	1
94483567	1	28	1
94484705	8	21	1
94484904	1	36	1
94485491	1	11	1
94485844	1	36	1
94486406	7	28	1
94486587	3	37	1
94486667	2	36	1
94487354	19	22	1
94489376	1	40	1
94489553	17	33	1
94491468	1	14	1
94492448	1	37	1
94492773	21	39	1
94495407	16	36	1
94495417	12	33	1
94497178	11	32	1
94499110	1	41	1
94499133	20	43	1
94499732	12	29	1
94501594	8	18	1
94501799	16	34	1
94503197	13	36	1
94504545	2	20	1
94506191	1	16	1
94509841	2	29	1
94512893	14	29	1
94513101	5	37	1
94516474	5	30	1
94516985	20	37	1
94523113	9	13	1
94524856	18	36	1
94525623	11	12	1
94528363	2	38	1
94530337	6	33	1
94531013	42	43	1
94531192	25	29	1
94532262	16	17	1
94533014	3	18	1
94534354	20	35	1
94535174	1	16	1
94535546	17	28	1
94536067	3	30	1
94537295	1	37	1
94541324	22	33	1
94542569	10	11	1
94542770	6	7	1
94544276	6	37	1
94547889	2	21	1
94549083	29	35	1
94550555	26	40	1
94551710	5	8	1
94553438	18	22	1
94553866	24	41	1
94554453	7	41	1
94556894	22	24	1
94558110	4	37	1
94559715	5	35	1
94560938	8	36	1
94561489	2	27	1
94562084	4	34	1
94565577	8	38	1
94567223	1	28	1
94570016	24	32	1
94570625	10	32	1
94571335	20	31	1
94574780	20	40	1
94574808	12	43	1
94575043	21	34	1
94575056	21	36	1
94575440	28	36	1
94576360	17	25	1
94576968	12	20	1
94577744	1	37	1
94577782	2	35	1
94579053	5	28	1
94579426	4	20	1
94579672	9	32	1
94581125	7	40	1
94581384	7	39	1
94582249	7	44	1
94586328	10	22	1
94588992	9	32	1
94591481	4	25	1
94592290	8	11	1
94594043	14	27	1
94596464	5	23	1
94596831	18	35	1
94596867	31	35	1
94598043	24	29	1
94598568	2	31	1
94607520	11	26	1
94607607	4	38	1
94607848	14	38	1
94609478	8	35	1
94611300	2	12	1
94611935	7	30	1
94612440	16	33	1
94612445	18	35	1
94625274	11	18	1
94629643	4	30	1
94634963	16	35	1
94635028	18	31	1
94635986	15	39	1
94643531	4	33	1
94657769	12	35	1
94674726	4	14	1
94678512	5	6	1
94689734	2	15	1
94691240	1	2	1
94700878	8	9	1
94704396	8	33	1
94721660	4	8	1
94730954	2	22	1
94733356	5	11	1
94752469	24	39	1
94760885	7	35	1
94762546	6	33	1
94769368	4	35	1
94775004	1	40	1
94786514	2	35	1
94788622	3	35	1
94788623	2	35	1
94789585	3	32	1
94792449	5	32	1
94803032	17	39	1
94807102	15	35	1
94829769	4	8	1
94850443	10	24	1
94850575	1	12	1
94851310	9	20	1
94858129	15	37	1
94867056	2	18	1
94870535	1	3	1
94874521	10	18	1
94906205	1	16	1
94932434	5	29	1
94947655	13	24	1
94958378	23	32	1
94981253	2	22	1
94983203	7	12	1
94989777	6	20	1
95001990	12	34	1
95004084	7	34	1
95004410	10	37	1
95005220	20	37	1
95023665	4	38	1
95025421	23	32	1
95026116	8	14	1
95028981	11	26	1
95029581	4	20	1
95047798	2	4	1
95049677	14	31	1
95050728	8	29	1
95051930	12	35	1
95052267	2	23	1
95052476	5	29	1
95053353	11	32	1
95054940	5	32	1
95055132	10	27	1
95061355	13	30	1
95068097	9	25	1
95068347	23	29	1
95068921	14	35	1
95068957	25	41	1
95074455	21	31	1
95081445	5	11	1
95081587	2	29	1
95083836	25	40	1
95085258	18	36	1
95085927	29	35	1
95086778	22	34	1
95088089	33	38	1
95088560	15	27	1
95093240	1	23	1
95093351	2	18	1
95093889	3	34	1
95096329	1	20	1
95099540	5	27	1
95101465	6	7	1
95103150	28	34	1
95107254	5	40	1
95107886	2	29	1
95108162	33	42	1
95110225	19	21	1
95110447	13	28	1
95113417	7	34	1
95116072	13	19	1
95117157	7	31	1
95117704	19	35	1
95117783	6	28	1
95118391	8	19	1
95119790	3	27	1
95122518	21	38	1
95123749	23	38	1
95127463	14	35	1
95131929	5	21	1
95134182	5	14	1
95134589	9	25	1
95135185	8	18	1
95135395	14	26	1
95142547	2	19	1
95142728	11	12	1
95142843	27	28	1
95143397	8	30	1
95143548	11	38	1
95143999	12	33	1
95144800	2	4	1
95145601	6	15	1
95145769	1	11	1
95146002	14	35	1
95146564	7	31	1
95146755	3	16	1
95149318	20	36	1
95150129	6	29	1
95150786	14	35	1
95150822	10	34	1
95151009	6	19	1
95151146	34	37	1
95151326	7	21	1
95151787	6	30	1
95152899	16	34	1
95153038	18	40	1
95154279	3	33	1
95154785	4	17	1
95157739	13	23	1
95158284	2	6	1
95160537	4	34	1
95161617	12	30	1
95164053	3	23	1
95164382	6	14	1
95164786	2	19	1
95165873	20	37	1
95166169	15	25	1
95166462	18	32	1
95166754	36	39	1
95169611	11	38	1
95169762	6	14	1
95169951	3	35	1
95170056	16	38	1
95170111	3	36	1
95170157	15	40	1
95171891	24	34	1
95172169	1	12	1
95172527	1	26	1
95173203	13	29	1
95177232	1	3	1
95177368	9	20	1
95181072	18	43	1
95183647	4	10	1
95185274	7	18	1
95185419	4	19	1
95189230	15	30	1
95189823	4	18	1
95191213	2	3	1
95191951	3	4	1
95195184	4	35	1
95195209	8	36	1
95195432	2	19	1
95198785	9	37	1
95201044	2	31	1
95203212	11	37	1
95205343	15	43	1
95207442	23	33	1
95207524	2	32	1
95211285	12	36	1
95211525	8	20	1
95213439	2	13	1
95220414	23	38	1
95223872	9	39	1
95231974	2	8	1
95234435	2	33	1
95234857	2	31	1
95236282	18	31	1
95237656	6	17	1
95240361	10	39	1
95240622	30	31	1
95247208	11	34	1
95247441	22	25	1
95249306	1	21	1
95257669	26	29	1
95257719	28	34	1
95259174	3	11	1
95259359	6	27	1
95260884	35	37	1
95262059	1	38	1
95264470	4	15	1
95266433	19	24	1
95269752	13	36	1
95274408	32	40	1
95276691	26	33	1
95279945	27	34	1
95287570	8	23	1
95294089	8	18	1
95294370	18	26	1
95296264	13	20	1
95297374	18	31	1
95299375	2	3	1
95301418	25	38	1
95303659	16	34	1
95308919	18	27	1
95309134	10	21	1
95309772	26	32	1
95312671	8	33	1
95315687	14	21	1
95316153	6	28	1
95317464	16	21	1
95320718	4	26	1
95321385	3	26	1
95324784	2	4	1
95325720	5	33	1
95330372	11	14	1
95333068	22	23	1
95335769	11	22	1
95338091	2	30	1
95338238	1	26	1
95342165	22	29	1
95345485	4	32	1
95351544	14	19	1
95351915	19	29	1
95352399	5	33	1
95352973	2	23	1
95353163	11	14	1
95358096	23	38	1
95361793	10	19	1
95367416	11	35	1
95369211	23	31	1
95372100	3	32	1
95377038	7	20	1
95379506	6	29	1
95379758	1	33	1
95380109	4	37	1
95381768	1	23	1
95382398	1	11	1
95382491	3	7	1
95383105	5	20	1
95383531	4	22	1
95387208	8	24	1
95403786	1	25	1
95408920	5	10	1
95409858	2	24	1
95410601	13	29	1
95412414	9	21	1
95416890	6	19	1
95417348	18	41	1
95420286	1	37	1
95421315	9	29	1
95421821	3	17	1
95424317	5	38	1
95424669	1	39	1
95426247	13	30	1
95427503	14	35	1
95428414	1	7	1
95429026	6	19	1
95429120	2	6	1
95429780	1	34	1
95433217	1	38	1
95442542	15	36	1
95449033	13	33	1
95451926	4	31	1
95461433	1	35	1
95462101	15	42	1
95462971	3	20	1
95471456	2	13	1
95478126	1	38	1
95485179	11	28	1
95493261	12	43	1
95499718	21	41	1
95505324	6	33	1
95515637	5	10	1
95517539	2	16	1
95524503	5	27	1
95526940	1	21	1
95537792	12	20	1
95543856	2	6	1
95544923	3	32	1
95546430	1	15	1
95547065	14	30	1
95549438	2	38	1
95549536	4	9	1
95549913	14	35	1
95550598	6	11	1
95554849	8	16	1
95556629	21	35	1
95561474	3	25	1
95562187	3	10	1
95567336	17	25	1
95583772	15	30	1
95586773	7	18	1
95593457	10	25	1
95596496	7	14	1
95614838	5	11	1
95619368	32	35	1
95619549	8	34	1
95619743	11	13	1
95619863	19	39	1
95622341	21	36	1
95630461	7	27	1
95634602	7	27	1
95638667	1	20	1
95639858	1	13	1
95650796	2	18	1
95656546	1	9	1
95661540	4	19	1
95666779	18	34	1
95674046	22	33	1
95674341	3	34	1
95683513	1	2	1
95685459	13	35	1
95692310	26	38	1
95694770	1	37	1
95703444	9	33	1
95718941	26	35	1
95729101	2	36	1
95741812	10	30	1
95741894	6	25	1
95743595	6	31	1
95744255	14	23	1
95749439	9	12	1
95750356	30	36	1
95750735	22	33	1
95756826	26	31	1
95769863	4	8	1
95774330	26	34	1
95776788	10	38	1
95778752	26	29	1
95781060	6	34	1
95782072	21	36	1
95782533	12	15	1
95785275	21	25	1
95786229	5	37	1
95787058	18	30	1
95788826	22	38	1
95791056	6	11	1
95798685	17	28	1
95805002	5	31	1
95808908	11	15	1
95810653	7	35	1
95811910	26	35	1
95818057	27	37	1
95823277	6	13	1
95823542	3	9	1
95824043	1	10	1
95825187	11	28	1
95828459	14	27	1
95832611	2	10	1
95834888	19	20	1
95835124	10	15	1
95850648	9	27	1
95851045	10	23	1
95877746	5	24	1
95880135	8	25	1
95881126	5	21	1
95884729	15	29	1
95885933	7	36	1
95887065	8	38	1
95896007	2	6	1
95903027	7	17	1
95903597	8	19	1
95906938	11	31	1
95907023	7	18	1
95920263	15	42	1
95920476	7	37	1
95925134	1	2	1
95929401	17	37	1
95937642	1	4	1
95939767	9	22	1
95941327	2	19	1
95947820	12	34	1
95956363	21	23	1
95967614	7	15	1
95967757	2	8	1
95973030	12	26	1
95973442	8	17	1
95977445	30	32	1
95982340	8	23	1
95984156	9	10	1
95985066	3	28	1
95992693	12	31	1
95993694	1	6	1
95994852	3	14	1
95995427	2	33	1
95997068	1	30	1
95999282	3	6	1
96018531	11	28	1
96024713	10	12	1
96025546	12	34	1
96041361	1	37	1
96047421	3	41	1
96049429	10	36	1
96050435	5	23	1
96051831	15	20	1
96052746	2	21	1
96058550	3	35	1
96066966	14	17	1
96071551	1	24	1
96076711	1	35	1
96078411	5	23	1
96079217	31	32	1
96079880	1	35	1
96083880	2	19	1
96088192	19	25	1
96098413	17	33	1
96101891	11	36	1
96115365	19	26	1
96117951	9	12	1
96118261	1	39	1
96121427	21	36	1
96122552	16	19	1
96124935	4	6	1
96125973	27	41	1
96126406	17	28	1
96131847	15	18	1
96138526	3	27	1
96140020	3	33	1
96142250	6	28	1
96142596	10	11	1
96142780	25	36	1
96143770	4	27	1
96145175	18	39	1
96145267	14	28	1
96145343	14	27	1
96145385	12	20	1
96145968	19	28	1
96148182	18	26	1
96152852	4	24	1
96154744	32	40	1
96156066	6	43	1
96157499	1	30	1
96158128	31	34	1
96160850	4	36	1
96161488	1	33	1
96163965	5	35	1
96167533	1	36	1
96168570	6	32	1
96176563	6	20	1
96183981	28	29	1
96185913	35	38	1
96186066	4	41	1
96187876	1	9	1
96199657	3	35	1
96210327	4	29	1
96214131	2	11	1
96214251	2	28	1
96222052	1	5	1
96233623	2	25	1
96241679	2	21	1
96241866	1	12	1
96247835	11	36	1
96249028	5	27	1
96255065	1	3	1
96257675	3	7	1
96259721	6	29	1
96259807	19	39	1
96269870	3	36	1
96269918	3	35	1
96270022	24	34	1
96271126	2	11	1
96271468	3	5	1
96271698	23	33	1
96272062	8	15	1
96274009	23	38	1
96279245	1	11	1
96280456	4	42	1
96281108	23	31	1
96282357	20	29	1
96282852	23	30	1
96284419	14	22	1
96284631	24	34	1
96284667	27	35	1
96284980	12	18	1
96285182	6	36	1
96290845	5	38	1
96293105	1	28	1
96294141	17	26	1
96296335	3	35	1
96296426	20	28	1
96296938	7	24	1
96296978	18	25	1
96299594	6	20	1
96303910	4	26	1
96305433	19	30	1
96306535	24	32	1
96309286	8	28	1
96311796	4	9	1
96313837	6	39	1
96321437	2	4	1
96322205	3	13	1
96328669	3	30	1
96332635	4	23	1
96334478	1	4	1
96335028	1	7	1
96343511	4	40	1
96357521	5	33	1
96366808	13	36	1
96370210	3	14	1
96375291	1	24	1
96386122	6	36	1
96388578	11	26	1
96399483	3	9	1
96400043	6	31	1
96400763	8	38	1
96404699	2	26	1
96408513	5	39	1
96425410	2	22	1
96440108	4	32	1
96442244	6	27	1
96442314	5	21	1
96443922	2	10	1
96454324	1	29	1
96454876	2	11	1
96457002	10	15	1
96457579	3	36	1
96463324	3	11	1
96464512	1	9	1
96474480	6	15	1
96476277	5	7	1
96483392	3	27	1
96483477	4	5	1
96483747	1	38	1
96484940	14	16	1
96486967	2	42	1
96488174	31	35	1
96492298	2	18	1
96499450	21	24	1
96504265	14	19	1
96505335	2	30	1
96510638	32	33	1
96511272	8	12	1
96512088	15	18	1
96516252	19	34	1
96526728	12	27	1
96527962	14	29	1
96530858	11	21	1
96538044	3	43	1
96551329	15	34	1
96556487	8	24	1
96563584	4	25	1
96564857	5	14	1
96566857	30	31	1
96572895	11	33	1
96572969	35	39	1
96581785	1	10	1
96597055	8	18	1
96604591	8	18	1
96604969	17	33	1
96610271	6	12	1
96620314	8	15	1
96624820	19	40	1
96626523	4	11	1
96627028	1	19	1
96647642	9	13	1
96649636	11	41	1
96656207	10	14	1
96658489	23	27	1
96666138	1	8	1
96669942	7	26	1
96671376	5	9	1
96676529	6	41	1
96680000	18	27	1
96683642	1	16	1
96686237	19	30	1
96688818	5	27	1
96695786	1	3	1
96700020	8	39	1
96704420	5	37	1
96714996	26	39	1
96715123	4	29	1
96717156	4	32	1
96722079	8	15	1
96723560	12	32	1
96743810	9	32	1
96756638	3	14	1
96759047	22	34	1
96763525	1	38	1
96770685	4	17	1
96774792	2	3	1
96780748	14	27	1
96784295	15	35	1
96785035	5	35	1
96787405	18	34	1
96795795	4	33	1
96799629	4	26	1
96800364	8	24	1
96804072	17	38	1
96812483	1	27	1
96812565	2	10	1
96815506	7	16	1
96817218	1	2	1
96819562	21	36	1
96821508	11	27	1
96826660	14	35	1
96827409	6	25	1
96828554	19	36	1
96830211	13	24	1
96840804	4	28	1
96851149	2	41	1
96851552	6	12	1
96854347	1	23	1
96854668	1	36	1
96856218	7	14	1
96862449	7	20	1
96869933	2	11	1
96874164	17	28	1
96874593	2	28	1
96874705	5	27	1
96875440	4	36	1
96875631	2	37	1
96876654	6	33	1
96877548	2	6	1
96877745	1	16	1
96880146	20	40	1
96882671	17	40	1
96888650	25	37	1
96890636	13	26	1
96892655	20	28	1
96893000	15	36	1
96906509	5	33	1
96909240	1	5	1
96915837	6	33	1
96917330	1	10	1
96924097	8	18	1
96933611	2	17	1
96940218	17	41	1
96941158	2	17	1
96942901	3	34	1
96943994	13	20	1
96944736	9	30	1
96944797	14	33	1
96951281	6	36	1
96953670	4	11	1
96956503	1	40	1
96956775	9	36	1
96960057	5	41	1
96961107	3	33	1
96972973	4	33	1
96975515	9	37	1
96976835	29	36	1
96978961	17	30	1
96979614	6	12	1
96984344	6	20	1
96984894	15	26	1
96985039	4	31	1
96990581	18	42	1
96991652	3	16	1
96997655	13	38	1
97000555	8	30	1
97000791	10	43	1
97002578	24	37	1
97018734	4	20	1
97023641	8	35	1
97025910	7	23	1
97031756	6	36	1
97035474	2	5	1
97037083	8	22	1
97038069	2	29	1
97043044	3	5	1
97046004	3	21	1
97055328	9	33	1
97061088	3	30	1
97062186	1	14	1
97083585	2	26	1
97085061	10	35	1
97085353	1	18	1
97086056	9	13	1
97098229	10	16	1
97098696	2	31	1
97099767	19	35	1
97102059	3	22	1
97107005	25	33	1
97110940	5	9	1
97113915	3	12	1
97115049	10	22	1
97126063	3	19	1
97130261	3	9	1
97146954	11	40	1
97164343	2	15	1
97166150	4	39	1
97168870	7	33	1
97182039	14	35	1
97198331	22	37	1
97199355	14	37	1
97204203	1	3	1
97226773	12	22	1
97233165	6	16	1
97245046	1	2	1
97250022	5	11	1
97258468	4	36	1
97262716	6	28	1
97265741	8	33	1
97272456	7	32	1
97273332	1	5	1
97279692	18	28	1
97291778	2	21	1
97293023	4	36	1
97298667	1	25	1
97304571	15	34	1
97305751	13	33	1
97312779	4	11	1
97316690	5	21	1
97332684	4	24	1
97344465	17	38	1
97359058	2	17	1
97365977	9	34	1
97372940	6	28	1
97385644	8	24	1
97388226	9	11	1
97393784	2	18	1
97397211	7	23	1
97400169	7	10	1
97410506	13	32	1
97411718	11	24	1
97419143	2	10	1
97428382	5	9	1
97435890	6	39	1
97438979	13	37	1
97439491	4	36	1
97441975	1	32	1
97442229	15	38	1
97443763	1	19	1
97447183	1	29	1
97451677	7	16	1
97457893	10	15	1
97463150	14	20	1
97469804	21	28	1
97473280	4	34	1
97473587	1	13	1
97473707	5	12	1
97482757	4	7	1
97488820	3	38	1
97492705	5	23	1
97499187	15	19	1
97511483	4	26	1
97514403	1	4	1
97514736	1	6	1
97515670	1	13	1
97518663	2	25	1
97526732	30	31	1
97535350	2	4	1
97536362	17	18	1
97543752	14	26	1
97550191	10	11	1
97552938	3	25	1
97558162	23	35	1
97564650	1	16	1
97576922	11	19	1
97583327	1	3	1
97588830	4	16	1
97602726	1	34	1
97609467	1	7	1
97610026	12	15	1
97615098	14	26	1
97625198	1	10	1
97626106	4	29	1
97635212	3	18	1
97635438	3	41	1
97638241	4	38	1
97640673	1	15	1
97641178	2	31	1
97641771	7	33	1
97645313	14	21	1
97645607	4	34	1
97649209	1	28	1
97653070	5	12	1
97654393	9	34	1
97670325	13	30	1
97676260	14	17	1
97676684	1	38	1
97681342	10	35	1
97682376	23	38	1
97683997	22	31	1
97684328	9	28	1
97685486	8	27	1
97686519	8	33	1
97688831	1	11	1
97694442	3	21	1
97698922	15	29	1
97703325	18	24	1
97703552	13	29	1
97706237	1	3	1
97709053	2	30	1
97711561	20	40	1
97717279	6	30	1
97720465	15	36	1
97721488	24	30	1
97744048	4	14	1
97747318	10	20	1
97749198	1	2	1
97749380	6	17	1
97750526	15	36	1
97750576	22	43	1
97750586	2	44	1
97761972	1	2	1
97767541	4	12	1
97771947	16	41	1
97779535	5	32	1
97781039	15	26	1
97800233	7	35	1
97802733	13	31	1
97814678	8	33	1
97819405	21	26	1
97834028	6	24	1
97837564	5	17	1
97838887	5	7	1
97842978	13	21	1
97843748	4	33	1
97846434	11	24	1
97847590	3	14	1
97852932	2	23	1
97853443	14	32	1
97853619	2	12	1
97856731	1	12	1
97857061	2	6	1
97862237	9	38	1
97867198	2	11	1
97867713	8	38	1
97869199	6	10	1
97873007	10	36	1
97874663	2	9	1
97875071	1	4	1
97885200	2	4	1
97886171	29	33	1
97890347	6	11	1
97891161	1	5	1
97898232	4	5	1
97898560	25	36	1
97903583	4	11	1
97907753	3	29	1
97908878	21	30	1
97914806	22	26	1
97915624	1	27	1
97918306	15	26	1
97920746	3	4	1
97932256	7	36	1
97933215	7	24	1
97941485	1	2	1
97945292	9	33	1
97947883	5	9	1
97949431	21	30	1
97955133	4	34	1
97955273	2	7	1
97966205	12	34	1
97967983	6	18	1
97968615	9	10	1
97971440	23	39	1
97973252	6	15	1
97973891	13	41	1
97976668	28	38	1
97979317	2	17	1
97979726	2	11	1
97984103	5	33	1
97989751	6	19	1
97990575	19	31	1
97991021	6	30	1
97991606	12	35	1
98000861	2	11	1
98001750	2	7	1
98002240	3	33	1
98002279	19	39	1
98003908	4	17	1
98020955	1	17	1
98025817	12	27	1
98026801	9	36	1
98027316	12	25	1
98044939	32	33	1
98079228	7	8	1
98085570	1	3	1
98095024	38	39	1
98143266	23	24	1
98159558	13	36	1
98194845	1	22	1
98253738	21	36	1
98274132	11	18	1
98283854	9	16	1
98284940	8	15	1
98285422	7	14	1
98290577	9	23	1
98290685	16	30	1
98292937	12	18	1
98299475	1	2	1
98305394	5	10	1
98315893	3	5	1
98316285	10	20	1
98320492	20	31	1
98322379	21	35	1
98336329	17	23	1
98336823	5	7	1
98337283	26	32	1
98342067	23	32	1
98342417	6	12	1
98342685	14	38	1
98347775	1	32	1
98348885	8	15	1
98369744	2	4	1
98375448	8	16	1
98395881	15	20	1
98417967	25	39	1
98435544	2	12	1
98436232	1	9	1
98440529	11	31	1
98461443	1	2	1
98461954	18	31	1
98465528	3	5	1
98466786	4	6	1
98475913	8	15	1
98481750	2	22	1
98499843	24	33	1
