GeneID	entrezID	ensemblID	Chrom	Start	End	Biotype
ESYT2	57488	ENSG00000117868	7	158523686	158622944	protein_coding
WDR60	55112	ENSG00000126870	7	158649269	158749438	protein_coding
LINC00689	154822	ENSG00000231419	7	158799213	158822886	lincRNA
VIPR2	7434	ENSG00000106018	7	158820866	158937649	protein_coding
OR4F21	441308	ENSG00000176269	8	116049	117043	protein_coding
ZNF596	169270	ENSG00000172748	8	182137	197342	protein_coding
FAM87A	157693	ENSG00000182366	8	325931	333174	lincRNA
FBXO25	26260	ENSG00000147364	8	356428	421225	protein_coding
TDRP	157695	ENSG00000180190	8	439803	495781	protein_coding
ERICH1	157697	ENSG00000104714	8	564746	688106	protein_coding
DLGAP2	9228	ENSG00000198010	8	1449532	1656642	protein_coding
CLN8	2055	ENSG00000182372	8	1703944	1734738	protein_coding
MIR596	693181	ENSG00000207826	8	1765397	1765473	miRNA
ARHGEF10	9639	ENSG00000104728	8	1772142	1906807	protein_coding
KBTBD11	9920	ENSG00000176595	8	1922044	1955102	protein_coding
MYOM2	9172	ENSG00000036448	8	1993155	2113475	protein_coding
CSMD1	64478	ENSG00000183117	8	2792875	4852494	protein_coding
MCPH1	79648	ENSG00000147316	8	6264113	6501144	protein_coding
ANGPT2	285	ENSG00000091879	8	6357172	6420930	protein_coding
AGPAT5	55326	ENSG00000155189	8	6565878	6617184	protein_coding
MIR4659A	100616348	ENSG00000266038	8	6602685	6602765	miRNA
MIR4659B	100616372	ENSG00000266038	8	6602685	6602765	miRNA
DEFB1	1672	ENSG00000164825	8	6728097	6735544	protein_coding
DEFA6	1671	ENSG00000164822	8	6782215	6783598	protein_coding
DEFA4	1669	ENSG00000164821	8	6793344	6795860	protein_coding
DEFA1	1667	ENSG00000206047	8	6835171	6837602	protein_coding
DEFA1B	728358	ENSG00000240247	8	6854288	6875778	protein_coding
DEFA3	1668	ENSG00000239839	8	6873391	6875823	protein_coding
DEFA5	1670	ENSG00000164816	8	6912831	6914256	protein_coding
FAM66B	100128890	ENSG00000215374	8	7159133	7212876	lincRNA
ZNF705G	100131980	ENSG00000215372	8	7213039	7243080	protein_coding
DEFB4B	100289462	ENSG00000177257	8	7272382	7274385	protein_coding
DEFB103B	55894	ENSG00000177243	8	7286410	7287870	protein_coding
SPAG11B	10407	ENSG00000164871	8	7300206	7321196	protein_coding
DEFB104B	503618	ENSG00000177023	8	7327830	7332604	protein_coding
DEFB106B	503841	ENSG00000187082	8	7340026	7343922	protein_coding
DEFB105B	504180	ENSG00000186599	8	7345191	7347115	protein_coding
DEFB107B	503614	ENSG00000198129	8	7353368	7366833	protein_coding
PRR23D1	100131608	ENSG00000255251	8	7397150	7399972	protein_coding
PRR23D2	100133251	ENSG00000255378	8	7636113	7638935	protein_coding
DEFB107A	245910	ENSG00000186572	8	7669242	7673238	protein_coding
DEFB105A	245908	ENSG00000186562	8	7679488	7681411	protein_coding
DEFB106A	245909	ENSG00000186579	8	7682694	7686575	protein_coding
DEFB104A	140596	ENSG00000176782	8	7693993	7698764	protein_coding
SPAG11A	653423	ENSG00000178287	8	7705398	7726389	protein_coding
DEFB103A	414325	ENSG00000176797	8	7738726	7740186	protein_coding
DEFB4A	1673	ENSG00000171711	8	7752151	7754233	protein_coding
ZNF705B	100132396	ENSG00000215356	8	7783859	7812271	protein_coding
FAM66E	100132103	ENSG00000225725	8	7812536	7866277	lincRNA
MIR548I3	100302186	ENSG00000221305	8	7946463	7946611	miRNA
CLDN23	137075	ENSG00000253958	8	8559448	8561616	protein_coding
MFHAS1	9258	ENSG00000147324	8	8640864	8751155	protein_coding
ERI1	90459	ENSG00000104626	8	8859657	8974256	protein_coding
MIR4660	100616350	ENSG00000263407	8	8905955	8906028	miRNA
PPP1R3B	79660	ENSG00000173281	8	8993765	9009084	protein_coding
TNKS	8658	ENSG00000173273	8	9413424	9639856	protein_coding
MIR597	693182	ENSG00000207701	8	9599182	9599278	miRNA
LINC00599	157627	ENSG00000253230	8	9757574	9762876	lincRNA
MSRA	4482	ENSG00000175806	8	9911778	10286401	protein_coding
PRSS55	203074	ENSG00000184647	8	10383056	10411676	protein_coding
RP1L1	94137	ENSG00000183638	8	10463859	10569697	protein_coding
MIR4286	100422982	ENSG00000263762	8	10524488	10524580	miRNA
C8orf74	203076	ENSG00000171060	8	10530147	10558103	protein_coding
SOX7	83595	ENSG00000171056	8	10581278	10697357	protein_coding
PINX1	54984	ENSG00000254093	8	10622473	10697394	protein_coding
XKR6	286046	ENSG00000171044	8	10753555	11058875	protein_coding
MIR598	693183	ENSG00000207600	8	10892716	10892812	miRNA
MTMR9	66036	ENSG00000104643	8	11141925	11185646	protein_coding
SLC35G5	83650	ENSG00000177710	8	11188397	11189717	protein_coding
FAM167A	83648	ENSG00000154319	8	11278972	11332224	protein_coding
BLK	640	ENSG00000136573	8	11351510	11422113	protein_coding
LINC00208	83655	ENSG00000170983	8	11433822	11438851	lincRNA
GATA4	2626	ENSG00000136574	8	11534468	11617511	protein_coding
NEIL2	252969	ENSG00000154328	8	11627148	11644855	protein_coding
FDFT1	2222	ENSG00000079459	8	11653082	11696818	protein_coding
CTSB	1508	ENSG00000164733	8	11700033	11726957	protein_coding
DEFB136	613210	ENSG00000205884	8	11831446	11832108	protein_coding
DEFB135	613209	ENSG00000205883	8	11839830	11842099	protein_coding
DEFB134	613211	ENSG00000205882	8	11850692	11853821	protein_coding
ZNF705D	728957	ENSG00000215343	8	11961898	11973025	protein_coding
USP17L2	377630	ENSG00000223443	8	11994677	11996586	protein_coding
FAM86B1	85002	ENSG00000186523	8	12039605	12051642	protein_coding
FAM66A	100133172	ENSG00000227888	8	12219527	12268510	lincRNA
LINC00965	349196	ENSG00000270074	8	12270336	12271882	lincRNA
FAM86B2	653333	ENSG00000145002	8	12282913	12293915	protein_coding
LONRF1	91694	ENSG00000154359	8	12579403	12613582	protein_coding
MIR3926-1	100500870	ENSG00000266206	8	12584741	12584813	miRNA
MIR3926-2	100500838	ENSG00000266206	8	12584741	12584813	miRNA
LINC00681	101409254	ENSG00000255494	8	12651752	12675800	lincRNA
DLC1	10395	ENSG00000164741	8	12940870	13373167	protein_coding
C8orf48	157773	ENSG00000164743	8	13424352	13425796	protein_coding
SGCZ	137868	ENSG00000185053	8	13947373	15095848	protein_coding
MIR383	494332	ENSG00000199127	8	14710947	14711019	miRNA
TUSC3	7991	ENSG00000104723	8	15274724	15624158	protein_coding
MSR1	4481	ENSG00000038945	8	15965387	16424999	protein_coding
FGF20	26281	ENSG00000078579	8	16849678	16859690	protein_coding
MICU3	286097	ENSG00000155970	8	16884747	16980153	protein_coding
ZDHHC2	51201	ENSG00000104219	8	17013538	17082308	protein_coding
CNOT7	29883	ENSG00000198791	8	17086737	17104387	protein_coding
VPS37A	137492	ENSG00000155975	8	17104080	17159936	protein_coding
MTMR7	9108	ENSG00000003987	8	17155539	17271037	protein_coding
SLC7A2	6542	ENSG00000003989	8	17354597	17428082	protein_coding
PDGFRL	5157	ENSG00000104213	8	17433942	17501580	protein_coding
MTUS1	57509	ENSG00000129422	8	17501304	17658426	protein_coding
MIR548V	100422850	ENSG00000265520	8	17539087	17539166	miRNA
FGL1	2267	ENSG00000104760	8	17721889	17767874	protein_coding
PCM1	5108	ENSG00000078674	8	17780349	17885478	protein_coding
ASAH1	427	ENSG00000104763	8	17913934	17942494	protein_coding
NAT1	9	ENSG00000171428	8	18027986	18081198	protein_coding
NAT2	10	ENSG00000156006	8	18248755	18258728	protein_coding
PSD3	23362	ENSG00000156011	8	18384811	18942240	protein_coding
SH2D4A	63898	ENSG00000104611	8	19171128	19253729	protein_coding
CSGALNACT1	55790	ENSG00000147408	8	19261672	19615540	protein_coding
INTS10	55174	ENSG00000104613	8	19674651	19709594	protein_coding
LPL	4023	ENSG00000175445	8	19759228	19824769	protein_coding
SLC18A1	6570	ENSG00000036565	8	20002366	20040717	protein_coding
ATP6V1B2	526	ENSG00000147416	8	20054878	20084330	protein_coding
LZTS1	11178	ENSG00000061337	8	20103676	20161474	protein_coding
LZTS1-AS1	100874051	ENSG00000253733	8	20133284	20147969	lincRNA
GFRA2	2675	ENSG00000168546	8	21547915	21669869	protein_coding
DOK2	9046	ENSG00000147443	8	21766384	21771371	protein_coding
XPO7	23039	ENSG00000130227	8	21777180	21864096	protein_coding
NPM2	10361	ENSG00000158806	8	21881636	21894408	protein_coding
FGF17	8822	ENSG00000158815	8	21899909	21906320	protein_coding
DMTN	2039	ENSG00000158856	8	21906506	21940038	protein_coding
FAM160B2	64760	ENSG00000158863	8	21946670	21962409	protein_coding
NUDT18	79873	ENSG00000173566	8	21964383	21966932	protein_coding
HR	55806	ENSG00000168453	8	21971928	21990897	protein_coding
REEP4	80346	ENSG00000168476	8	21995533	21999464	protein_coding
LGI3	203190	ENSG00000168481	8	22004338	22014597	protein_coding
SFTPC	6440	ENSG00000168484	8	22014426	22021992	protein_coding
BMP1	649	ENSG00000168487	8	22022249	22069839	protein_coding
PHYHIP	9796	ENSG00000168490	8	22077222	22089854	protein_coding
MIR320A	407037	ENSG00000208037	8	22102475	22102556	miRNA
POLR3D	661	ENSG00000168495	8	22102617	22112113	protein_coding
PIWIL2	55124	ENSG00000197181	8	22132810	22215076	protein_coding
SLC39A14	23516	ENSG00000104635	8	22224762	22291642	protein_coding
PPP3CC	5533	ENSG00000120910	8	22298332	22398652	protein_coding
SORBS3	10174	ENSG00000120896	8	22402499	22433301	protein_coding
PDLIM2	64236	ENSG00000120913	8	22435792	22455538	protein_coding
C8orf58	541565	ENSG00000241852	8	22457114	22461663	protein_coding
CCAR2	57805	ENSG00000158941	8	22462145	22479027	protein_coding
BIN3	55909	ENSG00000147439	8	22477931	22526661	protein_coding
EGR3	1960	ENSG00000179388	8	22545172	22550815	protein_coding
PEBP4	157310	ENSG00000134020	8	22570769	22857513	protein_coding
RHOBTB2	23221	ENSG00000008853	8	22844930	22877712	protein_coding
TNFRSF10B	8795	ENSG00000120889	8	22877646	22926692	protein_coding
TNFRSF10C	8794	ENSG00000173535	8	22941868	22974950	protein_coding
TNFRSF10D	8793	ENSG00000173530	8	22993101	23021543	protein_coding
TNFRSF10A	8797	ENSG00000104689	8	23047965	23082639	protein_coding
CHMP7	91782	ENSG00000147457	8	23101150	23119512	protein_coding
R3HCC1	203069	ENSG00000104679	8	23127633	23153792	protein_coding
LOXL2	4017	ENSG00000134013	8	23154702	23282841	protein_coding
ENTPD4	9583	ENSG00000197217	8	23243296	23315208	protein_coding
SLC25A37	51312	ENSG00000147454	8	23386318	23432976	protein_coding
NKX3-1	4824	ENSG00000167034	8	23536206	23540440	protein_coding
NKX2-6	137814	ENSG00000180053	8	23559964	23564111	protein_coding
STC1	6781	ENSG00000159167	8	23699428	23712320	protein_coding
ADAM28	10863	ENSG00000042980	8	24151553	24216531	protein_coding
ADAMDEC1	27299	ENSG00000134028	8	24241798	24263526	protein_coding
ADAM7	8756	ENSG00000069206	8	24298443	24384483	protein_coding
NEFM	4741	ENSG00000104722	8	24770525	24776607	protein_coding
DOCK5	80005	ENSG00000147459	8	25042238	25275598	protein_coding
GNRH1	2796	ENSG00000147437	8	25276776	25282170	protein_coding
KCTD9	54793	ENSG00000104756	8	25285366	25315992	protein_coding
CDCA2	157313	ENSG00000184661	8	25316513	25365436	protein_coding
EBF2	64641	ENSG00000221818	8	25699246	25902913	protein_coding
PPP2R2A	5520	ENSG00000221914	8	26149007	26230196	protein_coding
BNIP3L	665	ENSG00000104765	8	26240414	26363152	protein_coding
PNMA2	10687	ENSG00000240694	8	26362202	26371608	protein_coding
DPYSL2	1808	ENSG00000092964	8	26371791	26515694	protein_coding
ADRA1A	148	ENSG00000120907	8	26605667	26724790	protein_coding
MIR548H4	100313884	ENSG00000221616	8	26906370	26906480	miRNA
STMN4	81551	ENSG00000015592	8	27092840	27115937	protein_coding
TRIM35	23087	ENSG00000104228	8	27142404	27168836	protein_coding
PTK2B	2185	ENSG00000120899	8	27168999	27316903	protein_coding
CHRNA2	1135	ENSG00000120903	8	27317279	27337400	protein_coding
EPHX2	2053	ENSG00000120915	8	27348296	27403081	protein_coding
CLU	1191	ENSG00000120885	8	27454434	27472548	protein_coding
SCARA3	51435	ENSG00000168077	8	27491385	27534293	protein_coding
MIR3622A	100500858	ENSG00000265075	8	27559190	27559284	miRNA
MIR3622B	100500871	ENSG00000265075	8	27559190	27559284	miRNA
CCDC25	55246	ENSG00000147419	8	27590835	27630170	protein_coding
ESCO2	157570	ENSG00000171320	8	27629466	27670157	protein_coding
PBK	55872	ENSG00000168078	8	27667137	27695612	protein_coding
SCARA5	286133	ENSG00000168079	8	27727399	27850244	protein_coding
MIR4287	100422828	ENSG00000265847	8	27743556	27743633	miRNA
NUGGC	389643	ENSG00000189233	8	27879481	27941388	protein_coding
ELP3	55140	ENSG00000134014	8	27947190	28048673	protein_coding
PNOC	5368	ENSG00000168081	8	28174503	28200872	protein_coding
ZNF395	55893	ENSG00000186918	8	28203102	28260218	protein_coding
FBXO16	157574	ENSG00000214050	8	28205804	28347835	protein_coding
FZD3	7976	ENSG00000104290	8	28351729	28431775	protein_coding
MIR4288	100422903	ENSG00000265251	8	28362633	28362699	miRNA
EXTL3	2137	ENSG00000012232	8	28457986	28613116	protein_coding
INTS9	55756	ENSG00000104299	8	28625178	28747759	protein_coding
HMBOX1	79618	ENSG00000147421	8	28747911	28922281	protein_coding
KIF13B	23303	ENSG00000197892	8	28924796	29120641	protein_coding
DUSP4	1846	ENSG00000120875	8	29190581	29208185	protein_coding
LINC00589	619351	ENSG00000251191	8	29531438	29605625	lincRNA
MIR3148	100422876	ENSG00000264788	8	29814788	29814864	miRNA
LEPROTL1	23484	ENSG00000104660	8	29952914	30034724	protein_coding
MBOAT4	619373	ENSG00000177669	8	29989340	30002202	protein_coding
DCTN6	10671	ENSG00000104671	8	30013813	30041156	protein_coding
RBPMS	11030	ENSG00000157110	8	30241944	30429778	protein_coding
GTF2E2	2961	ENSG00000197265	8	30435835	30515768	protein_coding
SMIM18	100507341	ENSG00000253457	8	30496117	30503581	protein_coding
GSR	2936	ENSG00000104687	8	30535583	30585443	protein_coding
PPP2CB	5516	ENSG00000104695	8	30631973	30671830	protein_coding
TEX15	56154	ENSG00000133863	8	30689060	30748122	protein_coding
PURG	29942	ENSG00000172733	8	30853321	30891231	protein_coding
WRN	7486	ENSG00000165392	8	30891317	31031285	protein_coding
NRG1	3084	ENSG00000157168	8	31496902	32622548	protein_coding
FUT10	84750	ENSG00000172728	8	33228342	33330940	protein_coding
TTI2	80185	ENSG00000129696	8	33330904	33371119	protein_coding
MAK16	84549	ENSG00000198042	8	33342268	33358778	protein_coding
SNORD13	692084	ENSG00000239039	8	33370993	33371096	snoRNA
RNF122	79845	ENSG00000133874	8	33405273	33424643	protein_coding
DUSP26	78986	ENSG00000133878	8	33448856	33457624	protein_coding
UNC5D	137970	ENSG00000156687	8	35092975	35654068	protein_coding
KCNU1	157855	ENSG00000215262	8	36641842	36793646	protein_coding
ZNF703	80139	ENSG00000183779	8	37553269	37557537	protein_coding
ERLIN2	11160	ENSG00000147475	8	37594117	37616619	protein_coding
BRF2	55290	ENSG00000104221	8	37700786	37707422	protein_coding
RAB11FIP1	80223	ENSG00000156675	8	37716136	37756985	protein_coding
GOT1L1	137362	ENSG00000169154	8	37791799	37797647	protein_coding
ADRB3	155	ENSG00000188778	8	37820516	37824483	protein_coding
EIF4EBP1	1978	ENSG00000187840	8	37887859	37917883	protein_coding
ASH2L	9070	ENSG00000129691	8	37962760	38001594	protein_coding
STAR	6770	ENSG00000147465	8	38001167	38008783	protein_coding
LSM1	27257	ENSG00000175324	8	38020839	38034248	protein_coding
BAG4	9530	ENSG00000156735	8	38034051	38070819	protein_coding
DDHD2	23259	ENSG00000085788	8	38082736	38133076	protein_coding
LETM2	137994	ENSG00000165046	8	38243725	38267045	protein_coding
FGFR1	2260	ENSG00000077782	8	38268656	38326352	protein_coding
C8orf86	389649	ENSG00000196166	8	38368352	38386180	protein_coding
TACC1	6867	ENSG00000147526	8	38585704	38710546	protein_coding
PLEKHA2	59339	ENSG00000169499	8	38758753	38831428	protein_coding
HTRA4	203100	ENSG00000169495	8	38831683	38846181	protein_coding
TM2D2	83877	ENSG00000169490	8	38846327	38854343	protein_coding
ADAM9	8754	ENSG00000168615	8	38854388	38962663	protein_coding
ADAM32	203102	ENSG00000197140	8	38964509	39142430	protein_coding
ADAM18	8749	ENSG00000168619	8	39442008	39587583	protein_coding
ADAM2	2515	ENSG00000104755	8	39601254	39695808	protein_coding
IDO1	3620	ENSG00000131203	8	39759794	39785963	protein_coding
IDO2	169355	ENSG00000188676	8	39792133	39873910	protein_coding
ZMAT4	79698	ENSG00000165061	8	40388109	40755352	protein_coding
SFRP1	6422	ENSG00000104332	8	41119481	41167016	protein_coding
MIR548AO	100847068	ENSG00000263372	8	41128567	41128662	miRNA
GOLGA7	51125	ENSG00000147533	8	41347915	41368499	protein_coding
GINS4	84296	ENSG00000147536	8	41386725	41402565	protein_coding
NKX6-3	157848	ENSG00000165066	8	41502697	41508855	protein_coding
ANK1	286	ENSG00000029534	8	41510739	41754280	protein_coding
KAT6A	7994	ENSG00000083168	8	41786997	41909508	protein_coding
AP3M2	10947	ENSG00000070718	8	42010464	42029191	protein_coding
PLAT	5327	ENSG00000104368	8	42032236	42065242	protein_coding
IKBKB	3551	ENSG00000104365	8	42128820	42189973	protein_coding
POLB	5423	ENSG00000070501	8	42195972	42229326	protein_coding
DKK4	27121	ENSG00000104371	8	42231586	42234750	protein_coding
VDAC3	7419	ENSG00000078668	8	42249142	42263415	protein_coding
SLC20A2	6575	ENSG00000168575	8	42273993	42397069	protein_coding
SMIM19	114926	ENSG00000176209	8	42396298	42409603	protein_coding
CHRNB3	1142	ENSG00000147432	8	42552519	42592550	protein_coding
CHRNA6	8973	ENSG00000147434	8	42607763	42651535	protein_coding
THAP1	55145	ENSG00000131931	8	42691817	42698468	protein_coding
RNF170	81790	ENSG00000120925	8	42704780	42752433	protein_coding
MIR4469	100616115	ENSG00000266044	8	42751340	42751418	miRNA
HOOK3	84376	ENSG00000168172	8	42752075	42885682	protein_coding
FNTA	2339	ENSG00000168522	8	42889337	42940931	protein_coding
POMK	84197	ENSG00000185900	8	42948658	42978577	protein_coding
HGSNAT	138050	ENSG00000165102	8	42995556	43057998	protein_coding
LINC00293	497634	ENSG00000253314	8	47733859	47765929	lincRNA
SPIDR	23514	ENSG00000164808	8	48173167	48648868	protein_coding
CEBPD	1052	ENSG00000221869	8	48649471	48651648	protein_coding
PRKDC	5591	ENSG00000253729	8	48685669	48872743	protein_coding
MCM4	4173	ENSG00000104738	8	48872745	48890720	protein_coding
UBE2V2	7336	ENSG00000169139	8	48920960	48977268	protein_coding
EFCAB1	79645	ENSG00000034239	8	49623348	49647870	protein_coding
SNAI2	6591	ENSG00000019549	8	49830249	49834299	protein_coding
SNTG1	54212	ENSG00000147481	8	50822349	51706678	protein_coding
PXDNL	137902	ENSG00000147485	8	52232138	52722005	protein_coding
PCMTD1	115294	ENSG00000168300	8	52730140	52811735	protein_coding
ST18	9705	ENSG00000147488	8	53023399	53373519	protein_coding
RB1CC1	9821	ENSG00000023287	8	53535016	53658403	protein_coding
NPBWR1	2831	ENSG00000183729	8	53850991	53853677	protein_coding
OPRK1	4986	ENSG00000082556	8	54138284	54164257	protein_coding
ATP6V1H	51606	ENSG00000047249	8	54628117	54756118	protein_coding
RGS20	8601	ENSG00000147509	8	54764368	54871863	protein_coding
TCEA1	6917	ENSG00000187735	8	54879112	54935089	protein_coding
LYPLA1	10434	ENSG00000120992	8	54958938	55014577	protein_coding
MRPL15	29088	ENSG00000137547	8	55047770	55060461	protein_coding
RNU105C	26766	ENSG00000199212	8	55243247	55243455	snoRNA
SOX17	64321	ENSG00000164736	8	55370495	55373448	protein_coding
RP1	6101	ENSG00000104237	8	55528627	55543394	protein_coding
XKR4	114786	ENSG00000206579	8	56014949	56454613	protein_coding
TMEM68	137695	ENSG00000167904	8	56608983	56685966	protein_coding
TGS1	96764	ENSG00000137574	8	56685701	56738007	protein_coding
LYN	4067	ENSG00000254087	8	56792372	56923940	protein_coding
RPS20	6224	ENSG00000008988	8	56979854	56987069	protein_coding
SNORD54	26795	ENSG00000238650	8	56986394	56986460	snoRNA
MOS	4342	ENSG00000172680	8	57025501	57026541	protein_coding
PLAG1	5324	ENSG00000181690	8	57073463	57123883	protein_coding
CHCHD7	79145	ENSG00000170791	8	57124245	57131357	protein_coding
SDR16C5	195814	ENSG00000170786	8	57212569	57233335	protein_coding
PENK	5179	ENSG00000181195	8	57349233	57359293	protein_coding
LINC00968	100507632	ENSG00000246430	8	57408805	57472382	lincRNA
IMPAD1	54928	ENSG00000104331	8	57870492	57906403	protein_coding
LINC00588	26138	ENSG00000215117	8	58192102	58197290	lincRNA
FAM110B	90362	ENSG00000169122	8	58907068	59116838	protein_coding
UBXN2B	137886	ENSG00000215114	8	59323823	59364060	protein_coding
CYP7A1	1581	ENSG00000167910	8	59402737	59412795	protein_coding
SDCBP	6386	ENSG00000137575	8	59465483	59495419	protein_coding
NSMAF	8439	ENSG00000035681	8	59496063	59572403	protein_coding
TOX	9760	ENSG00000198846	8	59717977	60031767	protein_coding
CA8	767	ENSG00000178538	8	61099906	61193971	protein_coding
RAB2A	5862	ENSG00000104388	8	61429416	61536186	protein_coding
CHD7	55636	ENSG00000171316	8	61591337	61779465	protein_coding
CLVS1	157807	ENSG00000177182	8	61969717	62414204	protein_coding
ASPH	444	ENSG00000198363	8	62413116	62627155	protein_coding
MIR4470	100616484	ENSG00000264408	8	62627347	62627418	miRNA
NKAIN3	286183	ENSG00000185942	8	63161150	63912211	protein_coding
GGH	8836	ENSG00000137563	8	63927638	63951730	protein_coding
TTPA	7274	ENSG00000137561	8	63961112	63998612	protein_coding
YTHDF3-AS1	101410533	ENSG00000270673	8	64080284	64081001	lincRNA
YTHDF3	253943	ENSG00000185728	8	64081112	64125346	protein_coding
MIR124-2	406908	ENSG00000207816	8	65291706	65291814	miRNA
BHLHE22	27319	ENSG00000180828	8	65492814	65496181	protein_coding
CYP7B1	9420	ENSG00000172817	8	65500320	65711318	protein_coding
ARMC1	55156	ENSG00000104442	8	66514694	66546442	protein_coding
MTFR1	9650	ENSG00000066855	8	66556969	66683496	protein_coding
PDE7A	5150	ENSG00000205268	8	66629745	66754557	protein_coding
DNAJC5B	85479	ENSG00000147570	8	66933795	67012751	protein_coding
TRIM55	84675	ENSG00000147573	8	67039131	67087720	protein_coding
CRH	1392	ENSG00000147571	8	67088620	67090960	protein_coding
LINC00967	100505659	ENSG00000253138	8	67104328	67109550	lincRNA
RRS1	23212	ENSG00000179041	8	67341263	67342966	protein_coding
ADHFE1	137872	ENSG00000147576	8	67342420	67383836	protein_coding
MYBL1	4603	ENSG00000185697	8	67474410	67526482	protein_coding
VCPIP1	80124	ENSG00000175073	8	67540722	67579452	protein_coding
C8orf44-SGK3	100533105	ENSG00000270024	8	67579831	67772707	protein_coding
C8orf44	56260	ENSG00000213865	8	67579850	67597799	protein_coding
SGK3	23678	ENSG00000104205	8	67624653	67774257	protein_coding
MCMDC2	157777	ENSG00000178460	8	67782984	67834283	protein_coding
SNHG6	641638	ENSG00000245910	8	67833919	67838633	lincRNA
TCF24	100129654	ENSG00000261787	8	67858736	67874825	protein_coding
PPP1R42	286187	ENSG00000178125	8	67876334	67968839	protein_coding
COPS5	10987	ENSG00000121022	8	67955314	67996018	protein_coding
CSPP1	79848	ENSG00000104218	8	67974661	68108498	protein_coding
ARFGEF1	10565	ENSG00000066777	8	68085747	68255912	protein_coding
CPA6	57094	ENSG00000165078	8	68334360	68658620	protein_coding
PREX2	80243	ENSG00000046889	8	68864353	69149265	protein_coding
C8orf34	116328	ENSG00000165084	8	69242957	69731257	protein_coding
SULF1	23213	ENSG00000137573	8	70378859	70573150	protein_coding
SLCO5A1	81796	ENSG00000137571	8	70579282	70747299	protein_coding
PRDM14	63978	ENSG00000147596	8	70963886	70983928	protein_coding
NCOA2	10499	ENSG00000140396	8	71021997	71316040	protein_coding
TRAM1	23471	ENSG00000067167	8	71485677	71520622	protein_coding
LACTB2	51110	ENSG00000147592	8	71547553	71581409	protein_coding
XKR9	389668	ENSG00000221947	8	71581600	71702606	protein_coding
EYA1	2138	ENSG00000104313	8	72109668	72274467	protein_coding
MSC	9242	ENSG00000178860	8	72753784	72756703	protein_coding
TRPA1	8989	ENSG00000104321	8	72932152	72987852	protein_coding
KCNB2	9312	ENSG00000182674	8	73449626	73850584	protein_coding
TERF1	7013	ENSG00000147601	8	73921099	73960357	protein_coding
SBSPON	157869	ENSG00000164764	8	73976775	74036323	protein_coding
RPL7	6129	ENSG00000147604	8	74202506	74208024	protein_coding
RDH10	157506	ENSG00000121039	8	74206847	74237516	protein_coding
STAU2-AS1	100128126	ENSG00000253302	8	74332239	74353761	lincRNA
STAU2	27067	ENSG00000040341	8	74332604	74659943	protein_coding
UBE2W	55284	ENSG00000104343	8	74692332	74791145	protein_coding
TMEM70	54968	ENSG00000175606	8	74884672	74895018	protein_coding
LY96	23643	ENSG00000154589	8	74903587	74941322	protein_coding
JPH1	56704	ENSG00000104369	8	75146935	75233563	protein_coding
GDAP1	54332	ENSG00000104381	8	75233365	75401107	protein_coding
MIR5681A	100847058	ENSG00000266502	8	75460778	75460852	miRNA
PI15	51050	ENSG00000137558	8	75736772	75767264	protein_coding
CRISPLD1	83690	ENSG00000121005	8	75896750	75946793	protein_coding
CASC9	101805492	ENSG00000249395	8	76135639	76236976	lincRNA
HNF4G	3174	ENSG00000164749	8	76320149	76479078	protein_coding
LINC01111	101926978	ENSG00000254300	8	77318889	77436591	lincRNA
ZFHX4	79776	ENSG00000091656	8	77593454	77779521	protein_coding
PEX2	5828	ENSG00000164751	8	77892494	77913280	protein_coding
PKIA	5569	ENSG00000171033	8	79428374	79517502	protein_coding
ZC2HC1A	51101	ENSG00000104427	8	79578282	79632000	protein_coding
IL7	3574	ENSG00000104432	8	79587978	79717758	protein_coding
STMN2	11075	ENSG00000104435	8	80523049	80578410	protein_coding
HEY1	23462	ENSG00000164683	8	80676245	80680098	protein_coding
MRPS28	28957	ENSG00000147586	8	80830952	80942524	protein_coding
TPD52	7163	ENSG00000076554	8	80870571	81143467	protein_coding
MIR5708	100847056	ENSG00000265588	8	81153624	81153708	miRNA
ZBTB10	65986	ENSG00000205189	8	81397854	81438500	protein_coding
ZNF704	619279	ENSG00000164684	8	81540686	81787016	protein_coding
PAG1	55824	ENSG00000076641	8	81880045	82024303	protein_coding
FABP5	2171	ENSG00000164687	8	82192598	82197012	protein_coding
PMP2	5375	ENSG00000147588	8	82352561	82359758	protein_coding
FABP9	646480	ENSG00000205186	8	82370576	82373814	protein_coding
FABP4	2167	ENSG00000170323	8	82390654	82395498	protein_coding
FABP12	646486	ENSG00000197416	8	82437216	82443613	protein_coding
IMPA1	3612	ENSG00000133731	8	82570196	82598928	protein_coding
SLC10A5	347051	ENSG00000253598	8	82605842	82608409	protein_coding
ZFAND1	79752	ENSG00000104231	8	82613569	82645138	protein_coding
CHMP4C	92421	ENSG00000164695	8	82644669	82671750	protein_coding
SNX16	64089	ENSG00000104497	8	82711816	82755101	protein_coding
RALYL	138046	ENSG00000184672	8	85095022	85834079	protein_coding
LRRCC1	85444	ENSG00000133739	8	86019382	86058311	protein_coding
E2F5	1875	ENSG00000133740	8	86089460	86129387	protein_coding
C8orf59	401466	ENSG00000176731	8	86126311	86132650	protein_coding
CA13	377677	ENSG00000185015	8	86132816	86196302	protein_coding
CA1	759	ENSG00000133742	8	86239837	86291243	protein_coding
CA3	761	ENSG00000164879	8	86285665	86361269	protein_coding
CA2	760	ENSG00000104267	8	86376081	86393722	protein_coding
